id,col,sp,ud
1916_11,forms,ב ה שבוע,ב ה_ שבוע
1917_9,forms,ל ה שדר,ל ה_ שדר
1919_1,forms,ב ה ערבים,ב ה_ ערבים
1920_6,forms,ב ישיבתה,ב ישיבה_ _של_ _היא
1920_10,forms,ל ה ממשלה,ל ה_ ממשלה
1920_16,forms,ל ה דרכים,ל ה_ דרכים
1922_7,forms,ל ה דרכים,ל ה_ דרכים
1922_25,forms,ו צרכיהם,ו צורך_ _של_ _הם
1922_29,forms,ל ה תכנון,ל ה_ תכנון
1922_32,forms,ל ה דרך,ל ה_ דרך
1922_48,forms,ל ה דרכים,ל ה_ דרכים
1924_8,forms,ל ה דרכים,ל ה_ דרכים
1927_10,forms,ב ה בנייה,ב ה_ בנייה
1927_31,forms,ל ה קבלנים,ל ה_ קבלנים
1933_3,forms,ל ה פועל,ל ה_ פועל
1934_8,forms,הצעותיו,הצעה_ _של_ _הוא
1934_12,forms,ביצוען,ביצוע_ _של_ _הן
1935_6,forms,ש עם הם,ש עם_ _הם
1935_17,forms,ש ב עזרתן,ש ב עזרה_ _של_ _הן
1937_3,forms,אישורו,אישור_ _של_ _הוא
1938_2,forms,ב כוונתי,ב כוונה_ _של_ _אני
1939_6,forms,ו מטרתו,ו מטרה_ _של_ _הוא
1940_3,forms,הצעתי,הצעה_ _של_ _אני
1940_27,forms,ו ל ה יועץ,ו ל ה_ יועץ
1940_29,forms,ל ה ממשלה,ל ה_ ממשלה
1941_3,forms,הקמתו,הקמה_ _של_ _הוא
1941_6,forms,כ ה זה,כ ה_ זה
1941_11,forms,ב ה עתיד,ב ה_ עתיד
1943_6,forms,ב ה תקינה,ב ה_ תקינה
1943_15,forms,ל ה מדיניות,ל ה_ מדיניות
1944_28,forms,ל הוא,ל_ _הוא
1944_38,forms,ב ה תקינה,ב ה_ תקינה
1945_2,forms,ב ה כללים,ב ה_ כללים
1945_14,forms,ל ה תקינה,ל ה_ תקינה
1945_18,forms,איחודה,איחוד_ _של_ _היא
1946_5,forms,ל ה מכון,ל ה_ מכון
1946_22,forms,מעורבותו,מעורבות_ _של_ _הוא
1946_26,forms,ל ה תקנים,ל ה_ תקנים
1949_2,forms,מנהליו,מנהל_ _של_ _הוא
1949_8,forms,ב ה תקינה,ב ה_ תקינה
1949_16,forms,ש ב הן,ש ב_ _הן
1949_19,forms,ל ה יצרנים,ל ה_ יצרנים
1949_21,forms,ל ה צרכנים,ל ה_ צרכנים
1949_22,forms,ו ל ה ממשלה,ו ל ה_ ממשלה
1950_8,forms,ש ב הן,ש ב_ _הן
1950_12,forms,ל ה יבואנים,ל ה_ יבואנים
1952_13,forms,ב ה חברה,ב ה_ חברה
1953_7,forms,ב היא,ב_ _היא
1953_18,forms,מ רצונו,מ רצון_ _של_ _הוא
1953_24,forms,פיהם,פה_ _של_ _הם
1954_1,forms,ל דבריו,ל דבר_ _של_ _הוא
1954_17,forms,את היא,את_ _היא
1954_18,forms,ב ה ארץ,ב ה_ ארץ
1955_6,forms,ל ה רשות,ל ה_ רשות
1955_13,forms,ש מ הן,ש מן_ _הן
1957_1,forms,ל דבריו,ל דבר_ _של_ _הוא
1957_12,forms,ב פניהם,ב פנים_ _של_ _הם
1957_20,forms,ב ה משק,ב ה_ משק
1957_23,forms,ב ה שנים,ב ה_ שנים
1958_3,forms,ל ה גישה,ל ה_ גישה
1958_7,forms,כ ה רגיל,כ ה_ רגיל
1958_16,forms,ב ה שבוע,ב ה_ שבוע
1958_18,forms,ב ה מגזר,ב ה_ מגזר
1959_12,forms,מ הם,מהם _הם
1960_11,forms,ב ה מגזר,ב ה_ מגזר
1960_28,forms,ל ה משק,ל ה_ משק
1961_8,forms,ש ב מרכזה,ש ב מרכז_ _של_ _היא
1961_17,forms,ב ה משק,ב ה_ משק
1962_7,forms,ש ב ה ממשלה,ש ב ה_ ממשלה
1962_13,forms,כ ה רגיל,כ ה_ רגיל
1963_8,forms,ב ה משק,ב ה_ משק
1963_9,forms,ב ה זמן,ב ה_ זמן
1964_11,forms,ב ה כנסת,ב ה_ כנסת
1965_11,forms,ב מסגרתה,ב מסגרת_ _של_ _היא
1968_11,forms,ל שאלותיהם,ל שאלה_ _של_ _הם
1970_10,forms,ל ה תוכנית,ל ה_ תוכנית
1970_19,forms,ש ב ה עולם,ש ב ה_ עולם
1970_21,forms,ל רשותם,ל רשות_ _של_ _הם
1971_4,forms,ל אנחנו,ל_ _אנחנו
1972_10,forms,ל ה שינויים,ל ה_ שינויים
1972_11,forms,ב ה מיסוי,ב ה_ מיסוי
1973_6,forms,ב ה שינויים,ב ה_ שינויים
1974_2,forms,ל ה תקציב,ל ה_ תקציב
1974_7,forms,ל ה תקשורת,ל ה_ תקשורת
1974_9,forms,עיקריו,עיקר_ _של_ _הוא
1975_18,forms,כ ה רגיל,כ ה_ רגיל
1975_22,forms,ב ה סובסידיות,ב ה_ סובסידיות
1977_17,forms,ל ה משק,ל ה_ משק
1980_18,forms,ב ה שבוע,ב ה_ שבוע
1981_16,forms,ו ב ראשם,ו ב ראש_ _של_ _הם
1982_10,forms,ב חלקו,ב חלק_ _של_ _הוא
1982_22,forms,הפיכתה,הפיכה_ _של_ _היא
1984_1,forms,ב ה שנה,ב ה_ שנה
1986_2,forms,ב ה אוצר,ב ה_ אוצר
1986_9,forms,ב ה תעשייה,ב ה_ תעשייה
1986_17,forms,מקומו,מקום_ _של_ _הוא
1990_5,forms,ל ה תפקיד,ל ה_ תפקיד
1993_2,forms,אופיו,אופה_ _של_ _הוא
1993_7,forms,ב ה ארץ,ב ה_ ארץ
1993_13,forms,ל ה הון,ל ה_ הון
1993_15,forms,ב ה ארץ,ב ה_ ארץ
1993_16,forms,ב ה תקופה,ב ה_ תקופה
1994_24,forms,ב ה יוזמות,ב ה_ יוזמות
1996_8,forms,ב ה משק,ב ה_ משק
1996_13,forms,ב ה כנס,ב ה_ כנס
1997_6,forms,ל ה יוזמה,ל ה_ יוזמה
1998_7,forms,ב ה יוזמות,ב ה_ יוזמות
1998_20,forms,ב ה יוזמות,ב ה_ יוזמות
1998_22,forms,ב ה יישוב,ב ה_ יישוב
1998_28,forms,ו ב ה יוזמות,ו ב ה_ יוזמות
1998_29,forms,ב ה יישוב,ב ה_ יישוב
1999_29,forms,ב יסודה,ב יסוד_ _של_ _היא
2004_6,forms,ו ב ה מאה,ו ב ה_ מאה
2004_12,forms,מספרם,מספר_ _של_ _הם
2004_18,forms,של הם,של_ _הם
2004_31,forms,ב ה מושבות,ב ה_ מושבות
2006_10,forms,ב ה התיישבות,ב ה_ התיישבות
2007_2,forms,ב ה כנס,ב ה_ כנס
2007_21,forms,ב היא,ב_ _היא
2009_4,forms,ל ה כלכלה,ל ה_ כלכלה
2009_5,forms,ו ל ה יוזמה,ו ל ה_ יוזמה
2009_27,forms,ב ה פרדסנות,ב ה_ פרדסנות
2009_36,forms,ב ה ניסיונות,ב ה_ ניסיונות
2009_39,forms,ב ה יישוב,ב ה_ יישוב
2009_46,forms,פעילותו,פעילות_ _של_ _הוא
2011_9,forms,מספרם,מספר_ _של_ _הם
2011_11,forms,ו תרומתם,ו תרומה_ _של_ _הם
2011_22,forms,סביב הם,סביב_ _הם
2012_4,forms,ל ה טענה,ל ה_ טענה
2012_11,forms,ב ה פועל,ב ה_ פועל
2012_20,forms,ב ה שנים,ב ה_ שנים
2013_1,forms,ב ה דיון,ב ה_ דיון
2013_8,forms,ל ה עבודה,ל ה_ עבודה
2013_32,forms,ב ה לילה,ב ה_ לילה
2014_7,forms,ב ה מחשב,ב ה_ מחשב
2014_10,forms,ב ה לילה,ב ה_ לילה
2015_7,forms,ל ה צדדים,ל ה_ צדדים
2015_9,forms,ל ה שבוע,ל ה_ שבוע
2015_14,forms,ב תוקפו,ב תוקף_ _של_ _הוא
2015_16,forms,ל ה ישיבה,ל ה_ ישיבה
2016_1,forms,ב ה דיון,ב ה_ דיון
2016_13,forms,ו מהלכם,ו מהלך_ _של_ _הם
2016_22,forms,ב ה שכר,ב ה_ שכר
2016_26,forms,עלי הוא,על_ _הוא
2017_11,forms,מ חבריו,מ חבר_ _של_ _הוא
2018_6,forms,ל ה עיתונות,ל ה_ עיתונות
2019_1,forms,ב ה דיון,ב ה_ דיון
2019_9,forms,ב הוא,ב_ _הוא
2019_12,forms,התנגדותם,התנגדות_ _של_ _הם
2019_13,forms,ל ה שביתה,ל ה_ שביתה
2021_1,forms,ב ה תביעה,ב ה_ תביעה
2022_5,forms,ב ה תביעה,ב ה_ תביעה
2022_14,forms,ל ה נתבעים,ל ה_ נתבעים
2024_24,forms,ב ה תביעה,ב ה_ תביעה
2025_2,forms,ו מנהלה,ו מנהל_ _של_ _היא
2026_16,forms,ב חומרתה,ב חומרה_ _של_ _היא
2026_26,forms,ל התמוטטותה,ל התמוטטות_ _של_ _היא
2026_49,forms,ביתו,בית_ _של_ _הוא
2026_50,forms,ו רכושו,ו רכוש_ _של_ _הוא
2028_12,forms,ממן הוא,מן_ _הוא
2028_22,forms,ל ה בנק,ל ה_ בנק
2029_6,forms,ל הוא,ל_ _הוא
2029_19,forms,ב ה שוק,ב ה_ שוק
2030_8,forms,ל ה שוק,ל ה_ שוק
2030_11,forms,ב הוא,ב_ _הוא
2034_19,forms,דירותיהם,דירה_ _של_ _הם
2034_34,forms,התחייבויותיה,התחייבות_ _של_ _היא
2037_13,forms,לפי הוא,לפי_ _הוא
2037_31,forms,ב ה בוררות,ב ה_ בוררות
2041_36,forms,ב ה שוק,ב ה_ שוק
2044_16,forms,הונו,הון_ _של_ _הוא
2045_3,forms,ב ה קריטריונים,ב ה_ קריטריונים
2045_16,forms,ב ה תנאים,ב ה_ תנאים
2046_18,forms,ב 2.81,ב 18.2
2048_21,forms,ב ה מפרץ,ב ה_ מפרץ
2054_5,forms,ב ה יבוא,ב ה_ יבוא
2054_9,forms,ש ב ה יצוא,ש ב ה_ יצוא
2055_1,forms,ב ה חודשיים,ב ה_ חודשיים
2060_4,forms,ב ה חודשיים,ב ה_ חודשיים
2062_6,forms,ב ה יצוא,ב ה_ יצוא
2063_8,forms,ב ה חודשיים,ב ה_ חודשיים
2063_12,forms,ב ה יצוא,ב ה_ יצוא
2065_8,forms,ב שבתו,ב שבת_ _של_ _הוא
2066_4,forms,ב ה עתירה,ב ה_ עתירה
2067_23,forms,ל סמכותה,ל סמכות_ _של_ _היא
2068_8,forms,ב ה רשות,ב ה_ רשות
2068_13,forms,ו ב ראשה,ו ב ראש_ _של_ _היא
2068_34,forms,ל ה תוספת,ל ה_ תוספת
2068_35,forms,ל ה ארנונה,ל ה_ ארנונה
2069_17,forms,מ הן,מן_ _הן
2070_27,forms,כ ה דין,כ ה_ דין
2070_31,forms,ל טענתם,ל טענה_ _של_ _הם
2070_44,forms,כ ה דין,כ ה_ דין
2070_53,forms,ו ראשה,ו ראש_ _של_ _היא
2070_54,forms,לבטל את הן,לבטלן את _הן
2070_56,forms,לשנות את הן,לשנותן את _הן
2071_30,forms,ב מצבו,ב מצב_ _של_ _הוא
2071_45,forms,ב מצבם,ב מצב_ _של_ _הם
2071_50,forms,ב ה הנחה,ב ה_ הנחה
2072_11,forms,ל ה ארנונה,ל ה_ ארנונה
2073_21,forms,ל ה ארנונה,ל ה_ ארנונה
2074_5,forms,ב ה שבוע,ב ה_ שבוע
2074_16,forms,מינויו,מינוי_ _של_ _הוא
2076_2,forms,ב היא,ב_ _היא
2076_7,forms,תפקידו,תפקיד_ _של_ _הוא
2077_7,forms,מ תרדמתם,מ תרדמה_ _של_ _הם
2078_4,forms,ל הוא,ל_ _הוא
2078_13,forms,של הוא,של_ _הוא
2079_1,forms,ב ה המשך,ב ה_ המשך
2079_10,forms,ב ה שנים,ב ה_ שנים
2080_5,forms,ב הוא,ב_ _הוא
2080_26,forms,ב ה הסתדרות,ב ה_ הסתדרות
2080_29,forms,מ אתה,מן_ _אתה
2082_5,forms,ב ה תוכנית,ב ה_ תוכנית
2082_18,forms,ב ה נושא,ב ה_ נושא
2083_20,forms,ב ה חברה,ב ה_ חברה
2084_4,forms,ב ה ישיבה,ב ה_ ישיבה
2084_16,forms,ב ה כימיקלים,ב ה_ כימיקלים
2085_7,forms,ל שוויה,ל שווי_ _של_ _היא
2086_20,forms,ב ה חברה,ב ה_ חברה
2088_6,forms,ל ה מאבק,ל ה_ מאבק
2089_6,forms,פרקליטו,פרקליט_ _של_ _הוא
2089_13,forms,ל ה דיון,ל ה_ דיון
2090_1,forms,ב בקשתו,ב בקשה_ _של_ _הוא
2090_14,forms,עלי הוא,על_ _הוא
2090_17,forms,ב ה דיון,ב ה_ דיון
2090_19,forms,מעמדו,מעמד_ _של_ _הוא
2090_21,forms,ב ה מפלגה,ב ה_ מפלגה
2090_33,forms,מעמדה,מעמד_ _של_ _היא
2093_27,forms,ביני הם,בין_ _הם
2093_30,forms,חותמה,חותם_ _של_ _היא
2093_35,forms,ב משכורתם,ב משכורת_ _של_ _הם
2094_4,forms,ב ה אוצר,ב ה_ אוצר
2094_14,forms,ב ה אוצר,ב ה_ אוצר
2094_17,forms,ו ב הוא,ו ב_ _הוא
2094_19,forms,ל הוא,ל_ _הוא
2094_27,forms,שביתתם,שביתה_ _של_ _הם
2095_10,forms,ל ה ממשלה,ל ה_ ממשלה
2097_12,forms,מ חופשתם,מ חופשה_ _של_ _הם
2098_1,forms,"ב "" ל ה יצואן","ב "" ל ה_ יצואן"
2099_2,forms,ל ה יצואן,ל ה_ יצואן
2099_12,forms,ב הן,ב_ _הן
2100_3,forms,"ב "" ל ה יצואן","ב "" ל ה_ יצואן"
2100_10,forms,ל ה דיונים,ל ה_ דיונים
2101_6,forms,ל ה ממונה,ל ה_ ממונה
2101_14,forms,מ תפקידו,מ תפקיד_ _של_ _הוא
2102_4,forms,עבודתו,עבודה_ _של_ _הוא
2102_5,forms,ב ה אוצר,ב ה_ אוצר
2104_30,forms,ל ה לב,ל ה_ לב
2106_36,forms,ב הוא,ב_ _הוא
2107_10,forms,כתבו,כתב_ _של_ _הוא
2108_5,forms,ב ה שבוע,ב ה_ שבוע
2108_34,forms,ב ה מפרץ,ב ה_ מפרץ
2109_18,forms,ב ה מישור,ב ה_ מישור
2111_3,forms,ל אנחנו,ל_ _אנחנו
2112_7,forms,ב פניו,ב פנים_ _של_ _הוא
2113_2,forms,כ ה זה,כ ה_ זה
2113_15,forms,ש ב הוא,ש ב_ _הוא
2114_4,forms,כ ה ידוע,כ ה_ ידוע
2116_3,forms,ש ב הוא,ש ב_ _הוא
2118_24,forms,ב ה מפרץ,ב ה_ מפרץ
2121_2,forms,חברתו,חברה_ _של_ _הוא
2121_13,forms,ש עסקיו,ש עסק_ _של_ _הוא
2122_7,forms,ב ה ארץ,ב ה_ ארץ
2123_9,forms,באמצעות היא,באמצעות_ _היא
2123_33,forms,זמנו,זמן_ _של_ _הוא
2126_12,forms,מ בעליה,מ בעלים_ _של_ _היא
2126_33,forms,ש מניותיה,ש מנייה_ _של_ _היא
2126_35,forms,ב ה בורסה,ב ה_ בורסה
2131_10,forms,מ תפקידו,מ תפקיד_ _של_ _הוא
2132_3,forms,ל שיאו,ל שיא_ _של_ _הוא
2134_8,forms,פרישתם,פרישה_ _של_ _הם
2134_20,forms,ב הם,ב_ _הם
2134_27,forms,ש לפי הוא,ש לפי_ _הוא
2134_29,forms,ב הוא,ב_ _הוא
2135_18,forms,ב ה פועל,ב ה_ פועל
2135_22,forms,מינויו,מינוי_ _של_ _הוא
2136_6,forms,ל ה כינוס,ל ה_ כינוס
2136_12,forms,את הוא,את_ _הוא
2137_4,forms,החלטתם,החלטה_ _של_ _הם
2137_7,forms,ו סגניו,ו סגן_ _של_ _הוא
2138_9,forms,ל ה אסיפה,ל ה_ אסיפה
2139_7,forms,ל ה כינוס,ל ה_ כינוס
2140_4,forms,הצעתו,הצעה_ _של_ _הוא
2140_23,forms,ו סגניו,ו סגן_ _של_ _הוא
2142_10,forms,מ תפקידיו,מ תפקיד_ _של_ _הוא
2142_16,forms,ש תוצאותיה,ש תוצאה_ _של_ _היא
2143_6,forms,הדחתו,הדחה_ _של_ _הוא
2145_1,forms,ב ה תוכנית,ב ה_ תוכנית
2145_14,forms,עם הוא,עם_ _הוא
2146_4,forms,ב ה הצבעה,ב ה_ הצבעה
2149_22,forms,נגד הוא,נגד_ _הוא
2150_5,forms,ל ה ביטויים,ל ה_ ביטויים
2150_7,forms,ל הם,ל_ _הם
2150_9,forms,ב ימינו,ב יום_ _של_ _אנחנו
2151_6,forms,ב כישורי,ב כישורים_ _של_ _אני
2152_3,forms,ב אני,ב_ _אני
2152_4,forms,ל ה תפקיד,ל ה_ תפקיד
2152_7,forms,הערכתם,הערכה_ _של_ _הם
2152_8,forms,ל כישורי,ל כישורים_ _של_ _אני
2152_16,forms,ל ה כישורים,ל ה_ כישורים
2153_1,forms,"ח""ך","ח""כ"
2153_18,forms,ב כוונתו,ב כוונה_ _של_ _הוא
2153_24,forms,ש לפי היא,ש לפי_ _היא
2153_32,forms,ב הוא,ב_ _הוא
2154_9,forms,ב היא,ב_ _היא
2155_8,forms,ו ועדותיו,ו ועדה_ _של_ _הוא
2155_13,forms,ב ה רשויות,ב ה_ רשויות
2155_23,forms,ו סגניהם,ו סגן_ _של_ _הם
2156_5,forms,מעמדו,מעמד_ _של_ _הוא
2156_26,forms,ל ה שלטון,ל ה_ שלטון
2158_19,forms,7,5.1
2159_6,forms,ב ה נדון,ב ה_ נדון
2159_15,forms,"ח""ך","ח""כ"
2159_20,forms,ממן הוא,מן_ _הוא
2159_25,forms,ב ה עניין,ב ה_ עניין
2159_28,forms,ב פניה,ב פנים_ _של_ _היא
2160_6,forms,6,5.1
2161_3,forms,ל ה בקשה,ל ה_ בקשה
2161_8,forms,ב ישיבתה,ב ישיבה_ _של_ _היא
2162_18,forms,ל הוא,ל_ _הוא
2162_20,forms,החלטתו,החלטה_ _של_ _הוא
2163_6,forms,ב הוא,ב_ _הוא
2164_11,forms,מארחיו,מארח_ _של_ _הוא
2164_16,forms,תוכניתו,תוכנית_ _של_ _הוא
2165_7,forms,ב ישיבתה,ב ישיבה_ _של_ _היא
2166_9,forms,ו ב פניה,ו ב פנים_ _של_ _היא
2167_22,forms,ל ה נעשה,ל ה_ נעשה
2172_1,forms,"ח""ך","ח""כ"
2172_8,forms,ל ה ממשלה,ל ה_ ממשלה
2173_1,forms,ב ה עבר,ב ה_ עבר
2176_1,forms,"ח""ך","ח""כ"
2176_16,forms,ש ב הוא,ש ב_ _הוא
2176_19,forms,ב ה ארץ,ב ה_ ארץ
2176_23,forms,ל ה מתחייב,ל ה_ מתחייב
2179_5,forms,ב ה אוצר,ב ה_ אוצר
2180_6,forms,ב הם,ב_ _הם
2181_8,forms,ש מחירם,ש מחיר_ _של_ _הם
2185_18,forms,ב ה שוק,ב ה_ שוק
2187_10,forms,העלאתם,העלאה_ _של_ _הם
2189_7,forms,ב רמתם,ב רמה_ _של_ _הם
2191_2,forms,ל אני,ל_ _אני
2192_1,forms,ב ה פעם,ב ה_ פעם
2192_4,forms,ל ה ממשלה,ל ה_ ממשלה
2192_5,forms,ו ל ה כנסת,ו ל ה_ כנסת
2192_10,forms,ב ה יכולת,ב ה_ יכולת
2193_6,forms,ב ה קליטה,ב ה_ קליטה
2194_20,forms,ו השלכותיה,ו השלכה_ _של_ _היא
2195_12,forms,ב ה הוצאות,ב ה_ הוצאות
2195_22,forms,ב ה כיס,ב ה_ כיס
2197_1,forms,ל דבריו,ל דבר_ _של_ _הוא
2197_4,forms,ב ה תקציב,ב ה_ תקציב
2198_1,forms,ב דברו,ב דבר_ _של_ _הוא
2202_11,forms,פעילותו,פעילות_ _של_ _הוא
2204_10,forms,ב ה ציבור,ב ה_ ציבור
2205_1,forms,ל טענתו,ל טענה_ _של_ _הוא
2205_4,forms,ל ה ממשלה,ל ה_ ממשלה
2207_16,forms,ל תוכניתו,ל תוכנית_ _של_ _הוא
2207_28,forms,ב היא,ב_ _היא
2208_24,forms,"ח""ך","ח""כ"
2209_5,forms,ב ה ימים,ב ה_ ימים
2210_10,forms,ש ב ה שנים,ש ב ה_ שנים
2210_19,forms,של הם,של_ _הם
2210_24,forms,ב ה ענף,ב ה_ ענף
2211_10,forms,לפי היא,לפי_ _היא
2212_6,forms,ש ל ה בנקים,ש ל ה_ בנקים
2214_9,forms,ש מרביתם,ש מרבית_ _של_ _הם
2214_15,forms,של הם,של_ _הם
2215_5,forms,ב ה עבר,ב ה_ עבר
2218_8,forms,96.4,4.69
2218_12,forms,36.4,4.63
2218_16,forms,01.3,3.10
2218_20,forms,92.2,2.29
2218_24,forms,85.2,2.58
2220_16,forms,ב ה דרום,ב ה_ דרום
2221_1,forms,ב ה אתר,ב ה_ אתר
2222_2,forms,ב הן,ב_ _הן
2222_9,forms,ב ה פרקים,ב ה_ פרקים
2222_13,forms,ו כ ה יוצא,ו כ ה_ יוצא
2222_14,forms,ב ה אלה,ב ה_ אלה
2223_2,forms,עלי היא,על_ _היא
2223_4,forms,ב ה קיבוץ,ב ה_ קיבוץ
2223_7,forms,ל הקמתם,ל הקמה_ _של_ _הם
2224_9,forms,ב ה מקום,ב ה_ מקום
2224_21,forms,ב ה קיבוצים,ב ה_ קיבוצים
2225_17,forms,ל ה נהגים,ל ה_ נהגים
2226_1,forms,ל ה השקעה,ל ה_ השקעה
2226_10,forms,ש חלקה,ש חלק_ _של_ _היא
2226_11,forms,ב ה השקעה,ב ה_ השקעה
2231_17,forms,עזרתם,עזרה_ _של_ _הם
2239_7,forms,ב ה ארץ,ב ה_ ארץ
2240_15,forms,ב היא,ב_ _היא
2245_5,forms,ב דבריו,ב דבר_ _של_ _הוא
2247_12,forms,סניפה,סניף_ _של_ _היא
2248_12,forms,ב ה תחנה,ב ה_ תחנה
2249_3,forms,ב בעלותו,ב בעלות_ _של_ _הוא
2251_8,forms,ב בעלותו,ב בעלות_ _של_ _הוא
2253_7,forms,ב ה עבר,ב ה_ עבר
2256_19,forms,ל ה מסעדה,ל ה_ מסעדה
2258_11,forms,לפי הוא,לפי_ _הוא
2261_16,forms,ש ב הוא,ש ב_ _הוא
2261_33,forms,ב ה אינטרסים,ב ה_ אינטרסים
2262_3,forms,ב מכתבו,ב מכתב_ _של_ _הוא
2262_16,forms,מניותיה,מנייה_ _של_ _היא
2262_19,forms,ל ה עובדים,ל ה_ עובדים
2262_22,forms,ב מסגרתו,ב מסגרת_ _של_ _הוא
2263_1,forms,פנייתו,פנייה_ _של_ _הוא
2263_11,forms,ל ה מכתב,ל ה_ מכתב
2263_28,forms,ש ב הוא,ש ב_ _הוא
2263_35,forms,ב ה בורסה,ב ה_ בורסה
2263_40,forms,ל ה עובדים,ל ה_ עובדים
2266_13,forms,חלקם,חלק_ _של_ _הם
2266_17,forms,תביעתם,תביעה_ _של_ _הם
2267_1,forms,ל דבריו,ל דבר_ _של_ _הוא
2267_3,forms,טענותיו,טענה_ _של_ _הוא
2267_12,forms,ל ה עניין,ל ה_ עניין
2267_18,forms,עם הוא,עם_ _הוא
2268_14,forms,ב ה חברה,ב ה_ חברה
2269_18,forms,ב ה מגזר,ב ה_ מגזר
2270_11,forms,ב ה שבוע,ב ה_ שבוע
2271_14,forms,ב הוא,ב_ _הוא
2271_23,forms,עלי הם,על_ _הם
2273_1,forms,סגנו,סגן_ _של_ _הוא
2274_3,forms,יכולתן,יכולת_ _של_ _הן
2274_12,forms,עלי הן,על_ _הן
2275_7,forms,ב ה שקט,ב ה_ שקט
2276_18,forms,ש ביני הם,ש בין_ _הם
2277_1,forms,חלקם,חלק_ _של_ _הם
2282_11,forms,ו ב הן,ו ב_ _הן
2285_1,forms,ב ה סיורים,ב ה_ סיורים
2285_8,forms,ב ה ארץ,ב ה_ ארץ
2289_24,forms,ב שליטתם,ב שליטה_ _של_ _הם
2292_1,forms,ב ה מגדל,ב ה_ מגדל
2292_7,forms,ב הוא,ב_ _הוא
2293_5,forms,ל הם,ל_ _הם
