1,"עשרות אנשים מגיעים מ תאילנד ל ישראל כש הם נרשמים כ מתנדבים , אך למעשה משמשים עובדים שכירים זולים .","עשרות אנשים מגיעים מ תאילנד ל ישראל כש הם נרשמים כ מתנדבים , אך למעשה משמשים עובדים שכירים זולים .",1
524,מקורות פלשתיניים דיווחו ש ה תקריות החלו ב כמה מחנות פליטים כבר ב יום שישי .,מקורות פלשתיניים דיווחו ש ה תקריות החלו ב כמה מחנות פליטים כבר ב יום שישי .,524
525,מאות תושבים תקפו את משטרת עזה ב אבנים ו ב מוטות ברזל ו ניפצו שמשות ו פנסים ב כלי רכב .,מאות תושבים תקפו את משטרת עזה ב אבנים ו ב מוטות ברזל ו ניפצו שמשות ו פנסים ב כלי רכב .,525
526,הם פצעו את סגן מפקד נפת עזה בראשו .,הם פצעו את סגן מפקד נפת עזה ב ראשו .,526
527,"מקורות פלשתיניים דיווחו כי עיקר ה מהומות היו אתמול ב אזור בית חנון , ש שם נפצעו 34 תושבים , מהם חמישה קשה .","מקורות פלשתיניים דיווחו כי עיקר ה מהומות היו אתמול ב אזור בית חנון , ש שם נפצעו 34 תושבים , מ הם חמישה קשה .",527
528,בין ה פצועים ילדים .,בין ה פצועים ילדים .,528
529,"עוד נמסר כי ה מהומות התפשטו ל כל ה שכונות ה צפוניות ב רצועת עזה ו כן ל מחנות ה פליטים גיבאליה , חאן יונס , שייח רדואן ו ה עיר עזה .","עוד נמסר כי ה מהומות התפשטו ל כל ה שכונות ה צפוניות ב רצועת עזה ו כן ל מחנות ה פליטים גיבאליה , חאן יונס , שייח רדואן ו ה עיר עזה .",529
530,"אתמול הושלכו ששה בקבוקי תבערה על סיורים של צה""ל ב רפיח .","אתמול הושלכו ששה בקבוקי תבערה על סיורים של צה""ל ב רפיח .",530
531,"ה בקבוקים התנפצו , אך לא היו נפגעים .","ה בקבוקים התנפצו , אך לא היו נפגעים .",531
532,ה מקורות ה פלשתיניים דיווחו על רצח על רקע חשד ל שיתוף פעולה .,ה מקורות ה פלשתיניים דיווחו על רצח על רקע חשד ל שיתוף פעולה .,532
533,"מחמוד גומעה סמרי , ש נחשד ב שיתוף פעולה עם ה שלטונות , נרצח ב דקירות סכין וגופתו נשרפה .","מחמוד גומעה סמרי , ש נחשד ב שיתוף פעולה עם ה שלטונות , נרצח ב דקירות סכין ו גופתו נשרפה .",533
534,"ב מחנה ה פליטים נוסייראת דקרו אלמונים את אל חלד זיין , בן 22 .","ב מחנה ה פליטים נוסייראת דקרו אלמונים את אל חלד זיין , בן 22 .",534
535,"אמש דוווח מ פי מקורות פלשתיניים על תושב דיר אל באלח , בן 51 , ש נפצע ב אורח בינוני ו הועבר ל ביה""ח תל - ה שומר .","אמש דווח מ פי מקורות פלשתיניים על תושב דיר אל באלח , בן 51 , ש נפצע ב אורח בינוני ו הועבר ל ביה""ח תל - ה שומר .",535
536,"ב שרות בתי ה סוהר ב צה""ל חוקרים את נסיבות מותו של עטיה עבדלל עטי מחמוד זענין , בן 63 , חקלאי מ בית חנון , נשוי ו אב ל שבעה ילדים , ש נמצא תלוי אתמול בתאו ש ב כלא עזה .","ב שרות בתי ה סוהר ב צה""ל חוקרים את נסיבות מותו של עטיה עבדלל עטי מחמוד זענין , בן 63 , חקלאי מ בית חנון , נשוי ו אב ל שבעה ילדים , ש נמצא תלוי אתמול ב תאו ש ב כלא עזה .",536
537,מקורות צבאיים מסרו כי עטיה השתמש ב קרעים של שמיכה .,מקורות צבאיים מסרו כי עטיה השתמש ב קרעים של שמיכה .,537
538,רופא צבאי אשר הגיע ל ה_ מקום קבע את מותו .,רופא צבאי אשר הגיע ל ה מקום קבע את מותו .,538
539,ב ה_ שטחים התקיימה ב יום שישי שביתה כללית ב יום ה שנה ל הצהרת בלפור .,ב ה שטחים התקיימה ב יום שישי שביתה כללית ב יום ה שנה ל הצהרת בלפור .,539
540,"אתמול הסיר צה""ל את ה עוצר מ רוב שטחי ה גדה ה מערבית , ש הושמו ב עוצר מונע לרגל יום הצהרת בלפור ו בעקבות אירועים אלימים .","אתמול הסיר צה""ל את ה עוצר מ רוב שטחי ה גדה ה מערבית , ש הושמו ב עוצר מונע לרגל יום הצהרת בלפור ו בעקבות אירועים אלימים .",540
541,"מקורות פלשתיניים טענו כי ב סוף ה שבוע הוכו ב מרכז שכם 01 תושבים מקומיים בידי חיילי צה""ל , סמוך ל שוק ה ירקות .","מקורות פלשתיניים טענו כי ב סוף ה שבוע הוכו ב מרכז שכם 01 תושבים מקומיים בידי חיילי צה""ל , סמוך ל שוק ה ירקות .",541
542,"ב כפר בלעא ב נפת טול כרם תקפו שלושה רעולי פנים ב סכינים רופא מקומי ד""ר עפיף ברברח , בן 03 , ש אושפז ב מצב קשה ב בית ה חולים אל איתיחאד ב שכם .","ב כפר בלעא ב נפת טול כרם תקפו שלושה רעולי פנים ב סכינים רופא מקומי ד""ר עפיף ברברח , בן 03 , ש אושפז ב מצב קשה ב בית ה חולים אל איתיחאד ב שכם .",542
543,"מקורות צבאיים מסרו כי ב יום שישי הושלך בקבוק תבערה לעבר כוח משמר ה גבול ב רחבת כנסיית ה מולד ב בית לחם , אך הוא התנפץ מבלי להתלקח ו מבלי לגרום ל נזק או ל נפגעים .","מקורות צבאיים מסרו כי ב יום שישי הושלך בקבוק תבערה לעבר כוח משמר ה גבול ב רחבת כנסיית ה מולד ב בית לחם , אך הוא התנפץ מבלי להתלקח ו מבלי לגרום ל נזק או ל נפגעים .",543
544,"כ תוצאה מ זריקת אבנים לעבר אוטובוס ישראלי ב חלחול , נפצעה ב יום שישי קל תיירת בראשה , ו היא טופלה ב ה_ מקום .","כ תוצאה מ זריקת אבנים לעבר אוטובוס ישראלי ב חלחול , נפצעה ב יום שישי קל תיירת ב ראשה , ו היא טופלה ב ה מקום .",544
545,"שר ה ביטחון משה ארנס ערך אתמול ביקור מפתיע ב רצועת עזה ו שמע דיווחים על ה התפרעויות שם , ה נמשכות זה ה יום ה שני ב רציפות .","שר ה ביטחון משה ארנס ערך אתמול ביקור מפתיע ב רצועת עזה ו שמע דיווחים על ה התפרעויות שם , ה נמשכות זה ה יום ה שני ב רציפות .",545
546,"ארנס הודיע ל מפקדי צה""ל ב ה_ אזור על בואו רק כ שעה - שעתיים לפני הגיעו .","ארנס הודיע ל מפקדי צה""ל ב ה אזור על בואו רק כ שעה - שעתיים לפני הגיעו .",546
547,"ב עת ה ביקור שמע ה שר סקירות מ אלוף פיקוד ה דרום ו מ מפקדי צה""ל ב ה_ רצועה , ו ביקר ב בית - חאנון .","ב עת ה ביקור שמע ה שר סקירות מ אלוף פיקוד ה דרום ו מ מפקדי צה""ל ב ה רצועה , ו ביקר ב בית - חאנון .",547
548,אתמול נמשכו ה אירועים ה אלימים ב רצועת עזה ו הם התמקדו בעיקר ב מחנות ה פליטים ב דרום ה רצועה ו ב רפיח .,אתמול נמשכו ה אירועים ה אלימים ב רצועת עזה ו הם התמקדו בעיקר ב מחנות ה פליטים ב דרום ה רצועה ו ב רפיח .,548
549,"מקורות פלשתיניים דיווחו על 511 פצועים , בעיקר ב רפיח .","מקורות פלשתיניים דיווחו על 511 פצועים , בעיקר ב רפיח .",549
550,"לדבריהם , היו התנגשויות בין צה""ל ל תושבים מקומיים החל מ שעות ה בוקר ה מוקדמות , כאשר מאות רעולי פנים יידו אבנים על חיילים .","ל דבריהם , היו התנגשויות בין צה""ל ל תושבים מקומיים החל מ שעות ה בוקר ה מוקדמות , כאשר מאות רעולי פנים יידו אבנים על חיילים .",550
551,קצין בכיר הגדיר את ה מתרחש ב ה_ רצועה ב ה_ יומיים ה אחרונים כ מלחמה .,קצין בכיר הגדיר את ה מתרחש ב ה רצועה ב ה יומיים ה אחרונים כ מלחמה .,551
552,"דובר צה""ל דיווח על 05 פצועים בלבד .","דובר צה""ל דיווח על 05 פצועים בלבד .",552
553,"ה מקורות ה פלשתיניים הוסיפו כי כוחות צה""ל עצרו רבים מן ה מתפרעים .","ה מקורות ה פלשתיניים הוסיפו כי כוחות צה""ל עצרו רבים מן ה מתפרעים .",553
554,"אתמול הושלכו ארבעה בקבוקי תבערה על כוחות של צה""ל ב רפיח .","אתמול הושלכו ארבעה בקבוקי תבערה על כוחות של צה""ל ב רפיח .",554
555,"ה בקבוקים התנפצו , אך לא גרמו ל כל נזק .","ה בקבוקים התנפצו , אך לא גרמו ל כל נזק .",555
556,מ ה גדה נמסר כי ב כמה מקומות היו אתמול ו שלשום ב ה_ ערב התנגשויות אלימות בין תושבים ל חיילים .,מ ה גדה נמסר כי ב כמה מקומות היו אתמול ו שלשום ב ה ערב התנגשויות אלימות בין תושבים ל חיילים .,556
557,"מקורות צבאיים מסרו כי ב עת מרדף אחרי מיידי אבנים ב אזור חלחול נפצע צעיר מקומי , ש ניסה להשליך אבן לעבר אחד ה חיילים .","מקורות צבאיים מסרו כי ב עת מרדף אחרי מיידי אבנים ב אזור חלחול נפצע צעיר מקומי , ש ניסה להשליך אבן לעבר אחד ה חיילים .",557
558,ה חייל ירה ברגלו ו פצע אותו ב אופן בינוני .,ה חייל ירה ב רגלו ו פצע את הוא ב אופן בינוני .,558
559,ה פצוע הועבר ל בית ה חולים הדסה עין - כרם ב ירושלים .,ה פצוע הועבר ל בית ה חולים הדסה עין - כרם ב ירושלים .,559
560,"ב מחנה פליטים סמוך ל שכם נפגע תושב מקומי מ פגיעת רימון גז מדמיע , ש נורה ב ידי חיילים .","ב מחנה פליטים סמוך ל שכם נפגע תושב מקומי מ פגיעת רימון גז מדמיע , ש נורה ב ידי חיילים .",560
561,"מקורות פלשתיניים מסרו כי חיילים , ש ירדו מ מיניבוס לבן ב שכונת ראפידיה ב שכם , ניפצו ב עזרת אבנים זגוגיות של מכוניות חונות של תושבים מקומיים , ביניהן גם את חלונות מכוניתו של דר מוסטפא מקבול .","מקורות פלשתיניים מסרו כי חיילים , ש ירדו מ מיניבוס לבן ב שכונת ראפידיה ב שכם , ניפצו ב עזרת אבנים זגוגיות של מכוניות חונות של תושבים מקומיים , ביני הן גם את חלונות מכוניתו של דר מוסטפא מקבול .",561
562,"מקורות צבאיים טענו כי לאחר בדיקה של מפקד ב ה_ אזור , התברר כי ה מעשה לא בוצע על - ידי חיילים .","מקורות צבאיים טענו כי לאחר בדיקה של מפקד ב ה אזור , התברר כי ה מעשה לא בוצע על - ידי חיילים .",562
563,"כוח של צה""ל ניהל אתמול קרב יריות עם רעולי פנים , ש ירו על סיור צה""ל ב מהלך סיור שגרתי , ב שכונת שאבורה ש ב רפיח .","כוח של צה""ל ניהל אתמול קרב יריות עם רעולי פנים , ש ירו על סיור צה""ל ב מהלך סיור שגרתי , ב שכונת שאבורה ש ב רפיח .",563
